Order Date,Requested Delivery Date,Customer Country Code,Product Code,Description,Order Type,Customer Order Code,Value,Currency,Items,Route
30-Jan-09,15-Oct-09,PL,P0083,Desc P0083,VO,ORD5958,662.08,PLN,36,R003
20-Jun-09,23-Dec-09,SE,P0071,Desc P0071,VO,ORD4366,301.25,SEK,30,R015
11-Jan-09,07-Sep-09,PL,P0089,Desc P0089,VO,ORD9901,476.42,PLN,44,R016
15-Jan-10,04-Aug-10,DE,P0047,Desc P0047,VO,ORD8374,203.49,EUR,12,R012
03-Aug-10,20-Jan-11,ES,P0035,Desc P0035,VO,ORD9967,706.68,EUR,44,R014
01-Dec-09,31-Jul-10,BE,P0087,Desc P0087,VO,ORD2712,199.09,EUR,11,R006
10-Apr-10,22-Nov-10,ES,P0061,Desc P0061,VO,ORD8491,662.06,EUR,36,R012
29-Sep-10,23-Jun-11,SE,P0024,Desc P0024,VO,ORD2926,767.51,SEK,44,R019
06-Sep-09,10-Jul-10,DE,P0029,Desc P0029,VO,ORD7565,276.63,EUR,19,R016
25-Jan-09,24-Sep-09,FR,P0030,Desc P0030,VO,ORD4608,255.26,EUR,13,R016
05-Feb-09,17-Jun-09,FR,P0090,Desc P0090,VO,ORD6250,420.93,EUR,40,R001
04-Feb-10,07-Aug-10,NL,P0060,Desc P0060,VO,ORD6553,772.69,EUR,43,R006
16-Dec-09,19-May-10,TR,P0082,Desc P0082,VO,ORD6649,465.57,TRY,32,R016
27-Jul-09,25-Jun-10,FI,P0041,Desc P0041,VO,ORD1111,343.24,EUR,28,R014
12-Nov-09,13-Jan-10,IT,P0096,Desc P0096,VO,ORD6640,678.45,EUR,35,R012
17-Aug-10,21-Feb-11,SE,P0032,Desc P0032,VO,ORD4448,68.24,SEK,4,R017
15-Sep-10,05-Jul-11,NL,P0074,Desc P0074,VO,ORD3576,540.42,EUR,50,R010
16-Jun-10,31-Jan-11,ES,P0071,Desc P0071,VO,ORD1245,27.26,EUR,2,R007
12-Oct-09,17-Sep-10,FI,P0080,Desc P0080,VO,ORD8245,36.1,EUR,2,R006
28-May-10,02-Oct-10,DE,P0028,Desc P0028,VO,ORD1303,624.34,EUR,33,R017
19-Mar-09,23-Aug-09,SE,P0053,Desc P0053,VO,ORD2798,259.03,SEK,25,R012
18-Apr-10,15-Oct-10,SE,P0027,Desc P0027,VO,ORD6088,181.1,SEK,16,R003
01-Sep-09,12-Dec-09,SE,P0064,Desc P0064,VO,ORD7352,121.16,SEK,7,R006
21-Jan-09,04-Jun-09,SE,P0012,Desc P0012,VO,ORD5964,572.32,SEK,47,R012
09-Dec-09,13-Jul-10,ES,P0022,Desc P0022,VO,ORD2480,166.98,EUR,9,R016
02-Mar-09,21-Sep-09,ES,P0024,Desc P0024,VO,ORD2612,363.06,EUR,26,R020
27-Oct-09,21-Sep-10,BE,P0008,Desc P0008,VO,ORD8659,149.99,EUR,8,R013
18-Sep-09,08-Mar-10,ES,P0037,Desc P0037,VO,ORD3175,18.97,EUR,1,R018
15-May-10,05-Mar-11,IT,P0054,Desc P0054,VO,ORD4240,813.24,EUR,41,R013
06-Nov-09,02-Aug-10,FI,P0097,Desc P0097,VO,ORD1171,290.11,EUR,18,R016
09-Jul-09,03-Nov-09,PL,P0090,Desc P0090,VO,ORD3489,318.89,PLN,19,R004
08-Jul-09,02-Dec-09,ES,P0012,Desc P0012,VO,ORD5992,471.62,EUR,37,R002
10-Mar-10,03-Feb-11,ES,P0050,Desc P0050,VO,ORD8719,682.65,EUR,38,R004
13-May-09,12-Jul-09,PL,P0054,Desc P0054,VO,ORD2911,350.41,PLN,30,R015
04-Jul-10,15-Sep-10,BE,P0096,Desc P0096,VO,ORD5341,563.61,EUR,34,R003
05-Jul-09,19-Apr-10,DE,P0087,Desc P0087,VO,ORD8661,490.43,EUR,48,R004
03-Dec-09,25-Jun-10,FR,P0050,Desc P0050,VO,ORD8338,30.68,EUR,2,R020
07-Oct-09,18-Sep-10,FI,P0100,Desc P0100,VO,ORD4060,478.94,EUR,26,R005
21-Oct-10,18-Jul-11,FI,P0077,Desc P0077,VO,ORD6111,401.52,EUR,26,R004
21-Sep-10,22-Feb-11,PL,P0022,Desc P0022,VO,ORD5523,625.55,PLN,45,R019
19-Feb-09,04-Oct-09,PL,P0007,Desc P0007,VO,ORD5716,99.96,PLN,8,R002
20-Oct-10,26-Dec-10,DE,P0012,Desc P0012,VO,ORD8127,830.12,EUR,48,R003
25-Aug-10,23-May-11,NL,P0075,Desc P0075,VO,ORD6380,380.86,EUR,34,R015
11-May-09,23-Oct-09,PL,P0068,Desc P0068,VO,ORD9859,537.15,PLN,48,R003
07-May-10,17-Mar-11,IT,P0096,Desc P0096,VO,ORD6917,291.62,EUR,15,R014
19-Mar-09,12-Sep-09,DE,P0084,Desc P0084,VO,ORD2290,433.07,EUR,35,R020
08-Jan-10,08-Jun-10,PL,P0038,Desc P0038,VO,ORD4586,586.34,PLN,34,R005
03-May-09,24-Feb-10,NL,P0055,Desc P0055,VO,ORD3051,186.27,EUR,12,R002
18-Jun-10,15-Nov-10,FR,P0008,Desc P0008,VO,ORD8620,376.66,EUR,29,R005
07-Mar-09,29-Dec-09,NL,P0087,Desc P0087,VO,ORD1527,715.7,EUR,42,R012
03-May-09,17-Jan-10,IT,P0094,Desc P0094,VO,ORD8331,271.01,EUR,26,R007
16-Oct-09,08-Sep-10,BE,P0044,Desc P0044,VO,ORD8999,263.26,EUR,26,R004
18-Oct-10,07-May-11,BE,P0042,Desc P0042,VO,ORD6372,166.99,EUR,16,R015
30-Jul-10,04-Jul-11,PL,P0098,Desc P0098,VO,ORD1868,23.35,PLN,2,R008
05-May-09,19-Oct-09,NL,P0079,Desc P0079,VO,ORD7812,751.57,EUR,45,R007
02-Mar-09,27-Nov-09,BE,P0100,Desc P0100,VO,ORD1863,495.55,EUR,25,R003
16-Jul-10,23-May-11,FI,P0022,Desc P0022,VO,ORD9666,27.81,EUR,2,R014
18-Feb-09,02-Jul-09,DE,P0059,Desc P0059,VO,ORD1572,13.96,EUR,1,R001
15-May-10,21-Nov-10,TR,P0031,Desc P0031,VO,ORD1425,534.21,TRY,28,R012
27-Jul-09,29-Apr-10,TR,P0037,Desc P0037,VO,ORD5917,329.75,TRY,27,R008
15-Apr-10,21-Aug-10,PL,P0061,Desc P0061,VO,ORD9407,269.97,PLN,16,R012
01-Jul-10,15-Mar-11,FR,P0065,Desc P0065,VO,ORD2391,316.74,EUR,21,R017
20-Oct-09,08-May-10,FI,P0031,Desc P0031,VO,ORD3717,308.77,EUR,19,R002
13-Mar-10,07-Sep-10,BE,P0069,Desc P0069,VO,ORD5960,743.03,EUR,39,R006
05-Oct-10,04-Jan-11,SE,P0028,Desc P0028,VO,ORD3580,311.75,SEK,20,R017
06-Jan-09,16-Apr-09,DE,P0012,Desc P0012,VO,ORD6816,518.88,EUR,27,R002
02-Nov-10,29-Aug-11,FR,P0010,Desc P0010,VO,ORD1240,606,EUR,42,R020
14-Dec-09,27-May-10,IT,P0021,Desc P0021,VO,ORD3507,460.72,EUR,46,R010
08-Sep-10,16-Nov-10,IT,P0058,Desc P0058,VO,ORD9580,144.9,EUR,12,R015
18-Oct-10,14-Jan-11,SE,P0083,Desc P0083,VO,ORD4557,658.49,SEK,47,R002
19-Apr-09,28-Jan-10,DE,P0058,Desc P0058,VO,ORD8330,617.31,EUR,37,R011
10-Sep-10,02-Apr-11,FR,P0039,Desc P0039,VO,ORD8943,400.44,EUR,27,R017
24-Nov-10,24-Oct-11,IT,P0007,Desc P0007,VO,ORD1886,253.38,EUR,15,R014
11-Feb-10,17-May-10,DE,P0087,Desc P0087,VO,ORD7977,267.62,EUR,24,R001
02-Feb-09,05-Oct-09,PL,P0072,Desc P0072,VO,ORD7515,22.94,PLN,2,R015
27-Dec-09,10-Nov-10,BE,P0099,Desc P0099,VO,ORD9499,390.55,EUR,24,R012
04-Mar-09,22-Aug-09,BE,P0072,Desc P0072,VO,ORD2745,61.18,EUR,6,R003
01-Oct-09,28-Aug-10,NL,P0050,Desc P0050,VO,ORD4124,123.92,EUR,12,R007
12-Aug-09,06-Mar-10,FI,P0025,Desc P0025,VO,ORD6086,78.33,EUR,7,R016
27-Jul-09,21-Oct-09,TR,P0027,Desc P0027,VO,ORD1946,93.15,TRY,7,R015
08-May-09,04-Sep-09,FR,P0099,Desc P0099,VO,ORD1878,155.36,EUR,9,R007
22-Apr-09,02-Apr-10,BE,P0095,Desc P0095,VO,ORD5225,481.09,EUR,29,R015
14-Mar-10,18-May-10,IT,P0046,Desc P0046,VO,ORD3676,767.21,EUR,41,R014
04-Jan-09,11-May-09,DE,P0077,Desc P0077,VO,ORD7189,19.46,EUR,1,R007
17-Dec-10,21-May-11,TR,P0022,Desc P0022,VO,ORD1314,614.85,TRY,36,R012
27-Dec-10,01-May-11,DE,P0091,Desc P0091,VO,ORD6193,146.68,EUR,8,R005
24-Nov-10,07-Apr-11,NL,P0069,Desc P0069,VO,ORD1056,451.75,EUR,34,R009
02-Dec-09,13-Jul-10,ES,P0058,Desc P0058,VO,ORD9129,203.67,EUR,13,R007
19-Mar-10,11-Jul-10,FR,P0030,Desc P0030,VO,ORD4051,243.04,EUR,15,R013
06-Jul-10,11-Mar-11,ES,P0047,Desc P0047,VO,ORD1600,347.14,EUR,19,R016
14-Sep-09,28-Nov-09,BE,P0029,Desc P0029,VO,ORD3724,332.62,EUR,20,R011
03-Oct-09,02-Dec-09,TR,P0096,Desc P0096,VO,ORD9658,449.88,TRY,36,R012
19-Feb-10,12-Jun-10,FI,P0042,Desc P0042,VO,ORD7519,109.01,EUR,8,R017
29-May-10,14-Dec-10,ES,P0008,Desc P0008,VO,ORD3807,340.69,EUR,19,R020
24-May-09,22-May-10,NL,P0019,Desc P0019,VO,ORD9704,762.43,EUR,41,R011
14-Feb-10,26-Jan-11,FR,P0097,Desc P0097,VO,ORD5623,677.28,EUR,45,R010
11-Sep-10,13-Jan-11,TR,P0023,Desc P0023,VO,ORD8007,275.45,TRY,20,R001
02-Jan-10,10-Sep-10,TR,P0077,Desc P0077,VO,ORD6394,536.97,TRY,46,R016
26-Dec-09,21-Aug-10,DE,P0031,Desc P0031,VO,ORD7546,395.94,EUR,28,R010
09-Nov-10,15-Apr-11,NL,P0011,Desc P0011,VO,ORD6385,88.5,EUR,5,R008
01-Feb-09,18-Apr-09,FI,P0034,Desc P0034,VO,ORD3069,654.94,EUR,37,R001
06-Apr-09,05-Nov-09,ES,P0033,Desc P0033,VO,ORD3968,276.13,EUR,27,R009
06-Jan-09,29-Jul-09,DE,P0087,Desc P0087,VO,ORD6587,463.48,EUR,31,R013
10-Aug-09,28-Feb-10,ES,P0051,Desc P0051,VO,ORD4841,322.41,EUR,19,R011
27-Dec-09,15-Sep-10,PL,P0084,Desc P0084,VO,ORD8356,540.62,PLN,41,R001
10-Jul-10,28-Sep-10,FI,P0093,Desc P0093,VO,ORD3544,250.01,EUR,20,R003
19-May-10,17-Mar-11,TR,P0084,Desc P0084,VO,ORD6997,478.59,TRY,27,R016
24-May-09,21-Dec-09,BE,P0045,Desc P0045,VO,ORD2331,732.55,EUR,50,R009
29-Jun-09,30-Oct-09,PL,P0100,Desc P0100,VO,ORD7330,59.03,PLN,4,R017
06-Jun-09,19-Mar-10,BE,P0027,Desc P0027,VO,ORD6757,890.14,EUR,47,R011
17-Oct-09,29-Dec-09,BE,P0049,Desc P0049,VO,ORD7027,155.7,EUR,12,R009
12-Dec-09,01-Dec-10,FR,P0099,Desc P0099,VO,ORD7161,543.04,EUR,38,R017
03-Feb-10,14-Sep-10,NL,P0032,Desc P0032,VO,ORD9269,182.22,EUR,15,R001
02-Feb-09,22-May-09,FI,P0073,Desc P0073,VO,ORD6333,222.91,EUR,20,R006
21-Aug-09,21-Jan-10,IT,P0065,Desc P0065,VO,ORD5045,10.71,EUR,1,R004
28-Aug-10,31-Mar-11,SE,P0082,Desc P0082,VO,ORD6932,575.52,SEK,30,R002
21-Aug-10,04-Mar-11,BE,P0017,Desc P0017,VO,ORD3904,226.51,EUR,17,R009
11-Sep-09,06-Dec-09,ES,P0064,Desc P0064,VO,ORD1753,420.45,EUR,23,R002
23-Jun-09,12-Apr-10,SE,P0055,Desc P0055,VO,ORD7250,153.2,SEK,8,R008
23-Aug-10,13-Apr-11,ES,P0050,Desc P0050,VO,ORD7461,39.73,EUR,3,R016
06-May-09,25-Mar-10,TR,P0075,Desc P0075,VO,ORD2538,27.41,TRY,2,R020
04-Apr-10,11-Nov-10,DE,P0099,Desc P0099,VO,ORD4015,575.84,EUR,33,R003
13-Apr-10,28-Jun-10,BE,P0007,Desc P0007,VO,ORD4286,399.99,EUR,33,R013
09-Jul-10,06-Oct-10,ES,P0029,Desc P0029,VO,ORD5883,176.13,EUR,13,R016
04-May-10,01-Apr-11,PL,P0008,Desc P0008,VO,ORD9121,120.8,PLN,7,R017
05-Apr-09,06-Oct-09,NL,P0079,Desc P0079,VO,ORD7230,540.45,EUR,46,R002
13-Jun-10,09-Oct-10,TR,P0054,Desc P0054,VO,ORD9325,377.45,TRY,29,R015
17-Dec-09,01-Mar-10,FR,P0055,Desc P0055,VO,ORD3370,139.82,EUR,10,R009
20-Sep-09,10-Sep-10,IT,P0063,Desc P0063,VO,ORD7641,444.64,EUR,35,R006
21-Jan-09,09-Nov-09,BE,P0033,Desc P0033,VO,ORD5173,213.94,EUR,13,R005
21-Oct-10,06-Jun-11,FI,P0050,Desc P0050,VO,ORD5135,182.8,EUR,18,R004
02-Jun-09,14-Dec-09,IT,P0065,Desc P0065,VO,ORD1224,393.74,EUR,34,R017
05-Sep-10,18-Jan-11,DE,P0098,Desc P0098,VO,ORD9174,697.2,EUR,45,R013
17-Dec-10,07-Dec-11,ES,P0099,Desc P0099,VO,ORD5697,24.86,EUR,2,R012
20-Mar-10,15-Dec-10,TR,P0078,Desc P0078,VO,ORD7953,639.02,TRY,41,R013
01-Mar-10,17-Jun-10,ES,P0075,Desc P0075,VO,ORD3076,18.88,EUR,1,R016
19-Aug-09,26-Feb-10,TR,P0017,Desc P0017,VO,ORD3570,366.48,TRY,23,R013
25-Oct-10,20-Apr-11,SE,P0056,Desc P0056,VO,ORD7680,722.66,SEK,40,R006
05-Jun-10,09-Sep-10,NL,P0045,Desc P0045,VO,ORD2856,436.11,EUR,38,R002
09-Nov-10,23-Jan-11,NL,P0019,Desc P0019,VO,ORD2658,135.26,EUR,9,R010
18-Oct-09,01-Oct-10,DE,P0066,Desc P0066,VO,ORD8875,434.14,EUR,38,R007
04-Mar-09,22-Jun-09,FR,P0005,Desc P0005,VO,ORD6973,837.24,EUR,47,R017
07-Oct-09,08-Dec-09,PL,P0064,Desc P0064,VO,ORD5995,47.3,PLN,4,R007
22-Apr-10,27-Jul-10,FR,P0013,Desc P0013,VO,ORD2663,600.59,EUR,31,R020
16-Sep-09,19-Aug-10,BE,P0050,Desc P0050,VO,ORD5506,657.2,EUR,47,R015
23-Aug-09,15-Mar-10,TR,P0039,Desc P0039,VO,ORD4928,159.34,TRY,15,R019
05-Jun-09,24-Dec-09,FI,P0004,Desc P0004,VO,ORD9108,877.92,EUR,48,R006
27-Aug-09,08-Apr-10,PL,P0081,Desc P0081,VO,ORD8301,729.65,PLN,37,R019
04-Sep-09,11-Jul-10,NL,P0018,Desc P0018,VO,ORD6847,78.37,EUR,4,R018
19-Jul-10,07-Feb-11,BE,P0061,Desc P0061,VO,ORD9351,459.51,EUR,38,R015
01-Mar-09,08-Nov-09,NL,P0089,Desc P0089,VO,ORD3712,273.92,EUR,16,R009
07-Mar-10,19-Dec-10,DE,P0029,Desc P0029,VO,ORD5575,291.52,EUR,25,R004
09-Nov-09,04-Nov-10,DE,P0075,Desc P0075,VO,ORD3289,106.21,EUR,6,R004
19-Jun-09,01-Dec-09,DE,P0051,Desc P0051,VO,ORD9717,313.11,EUR,28,R018
22-Jun-10,28-Nov-10,FI,P0043,Desc P0043,VO,ORD5724,598.75,EUR,34,R004
16-Oct-09,28-Feb-10,PL,P0022,Desc P0022,VO,ORD8361,451.63,PLN,27,R011
25-Nov-10,12-Mar-11,BE,P0040,Desc P0040,VO,ORD1088,232.8,EUR,12,R002
18-Nov-09,19-Sep-10,DE,P0005,Desc P0005,VO,ORD9426,362.2,EUR,36,R008
01-Jun-10,08-Jan-11,DE,P0037,Desc P0037,VO,ORD3560,627.83,EUR,44,R001
14-May-09,18-Jul-09,TR,P0088,Desc P0088,VO,ORD6552,572.47,TRY,41,R009
07-Jan-10,03-Jan-11,TR,P0073,Desc P0073,VO,ORD2708,222.75,TRY,12,R019
10-Oct-10,26-Mar-11,NL,P0054,Desc P0054,VO,ORD4732,539.33,EUR,27,R017
09-Dec-09,26-Aug-10,PL,P0082,Desc P0082,VO,ORD3869,242.78,PLN,22,R008
15-Feb-10,27-Jul-10,PL,P0008,Desc P0008,VO,ORD3748,483.2,PLN,34,R008
15-Feb-10,14-Jun-10,SE,P0011,Desc P0011,VO,ORD1897,723.34,SEK,48,R008
21-Aug-10,22-Nov-10,ES,P0007,Desc P0007,VO,ORD4638,368,EUR,22,R012
19-Sep-10,25-Apr-11,DE,P0032,Desc P0032,VO,ORD4850,619.13,EUR,49,R001
30-Jun-09,01-Feb-10,FI,P0018,Desc P0018,VO,ORD8473,151.49,EUR,8,R013
05-Dec-10,28-Jun-11,TR,P0085,Desc P0085,VO,ORD9996,200.45,TRY,11,R016
21-Jul-10,26-Jan-11,ES,P0088,Desc P0088,VO,ORD8139,104.17,EUR,10,R019
01-Dec-09,06-Apr-10,ES,P0080,Desc P0080,VO,ORD5766,440.52,EUR,43,R011
19-Apr-10,13-Dec-10,NL,P0075,Desc P0075,VO,ORD9954,147.18,EUR,9,R010
11-Jan-09,02-Nov-09,PL,P0097,Desc P0097,VO,ORD5008,373.94,PLN,33,R002
05-May-09,14-Sep-09,BE,P0069,Desc P0069,VO,ORD3856,791.43,EUR,44,R011
19-Jul-09,31-Dec-09,FR,P0078,Desc P0078,VO,ORD9871,701.8,EUR,45,R007
30-Dec-09,30-Jul-10,SE,P0037,Desc P0037,VO,ORD6365,263.64,SEK,16,R006
08-Jan-10,19-Sep-10,ES,P0023,Desc P0023,VO,ORD4682,400.48,EUR,22,R005
17-Aug-10,04-Mar-11,IT,P0062,Desc P0062,VO,ORD9200,285.29,EUR,26,R011
05-Apr-09,21-Feb-10,TR,P0087,Desc P0087,VO,ORD5772,431.56,TRY,42,R004
19-Sep-10,17-Aug-11,ES,P0040,Desc P0040,VO,ORD1342,230.35,EUR,15,R006
24-Feb-10,14-Oct-10,DE,P0025,Desc P0025,VO,ORD4103,556.9,EUR,29,R013
06-Oct-09,08-Aug-10,FI,P0099,Desc P0099,VO,ORD7464,245.01,EUR,24,R014
07-Sep-10,07-Feb-11,NL,P0005,Desc P0005,VO,ORD2328,616.1,EUR,44,R019
26-Nov-09,08-Nov-10,FR,P0022,Desc P0022,VO,ORD2656,384.35,EUR,34,R015
26-May-10,19-May-11,PL,P0011,Desc P0011,VO,ORD6996,483.44,PLN,34,R012
17-Aug-10,05-Jul-11,FR,P0087,Desc P0087,VO,ORD2481,994.64,EUR,50,R005
08-Jul-09,24-Dec-09,ES,P0006,Desc P0006,VO,ORD3490,226.47,EUR,13,R019
28-Nov-09,22-Jun-10,IT,P0042,Desc P0042,VO,ORD5897,98.91,EUR,8,R017
03-Aug-09,07-Jul-10,IT,P0078,Desc P0078,VO,ORD1546,35.86,EUR,2,R002
29-Dec-10,14-Nov-11,FI,P0075,Desc P0075,VO,ORD2897,282.92,EUR,17,R009
30-Mar-10,03-Aug-10,IT,P0051,Desc P0051,VO,ORD9022,387.88,EUR,23,R002
25-Dec-10,04-Jun-11,FI,P0100,Desc P0100,VO,ORD7332,512.12,EUR,36,R008
20-Sep-10,02-Jul-11,NL,P0022,Desc P0022,VO,ORD8317,139.63,EUR,11,R005
05-Nov-09,20-Oct-10,NL,P0011,Desc P0011,VO,ORD4988,68.81,EUR,4,R014
25-May-09,14-Aug-09,BE,P0011,Desc P0011,VO,ORD5546,438.16,EUR,30,R015
20-Jan-10,04-Jul-10,TR,P0007,Desc P0007,VO,ORD5372,36.11,TRY,3,R020
16-Aug-10,09-Jul-11,PL,P0051,Desc P0051,VO,ORD3833,14.88,PLN,1,R016
19-Aug-10,22-Jun-11,FI,P0023,Desc P0023,VO,ORD9361,487.67,EUR,42,R012
03-Jul-10,11-Dec-10,SE,P0037,Desc P0037,VO,ORD5110,23.77,SEK,2,R020
21-Jan-09,06-Dec-09,FI,P0012,Desc P0012,VO,ORD4178,274.45,EUR,23,R005
25-Sep-09,24-Aug-10,NL,P0001,Desc P0001,VO,ORD6767,17.64,EUR,1,R002
23-Jul-09,11-Mar-10,SE,P0039,Desc P0039,VO,ORD3611,473.66,SEK,29,R007
22-May-09,08-Sep-09,FI,P0097,Desc P0097,VO,ORD9080,338.35,EUR,25,R012
31-Oct-10,09-Jun-11,IT,P0035,Desc P0035,VO,ORD5777,47.18,EUR,3,R003
16-Dec-09,08-Apr-10,ES,P0015,Desc P0015,VO,ORD1751,151.69,EUR,13,R009
20-Mar-09,26-Dec-09,IT,P0032,Desc P0032,VO,ORD6529,415.28,EUR,41,R007
05-Oct-10,10-Mar-11,NL,P0025,Desc P0025,VO,ORD4127,612.26,EUR,37,R011
11-Oct-09,08-Feb-10,DE,P0053,Desc P0053,VO,ORD6503,277.63,EUR,26,R007
04-Aug-10,03-Jul-11,FI,P0007,Desc P0007,VO,ORD7513,463.48,EUR,29,R011
30-Jan-10,12-Jan-11,ES,P0073,Desc P0073,VO,ORD1525,495.88,EUR,32,R009
06-May-10,19-Oct-10,SE,P0008,Desc P0008,VO,ORD8239,235.43,SEK,16,R004
14-Jun-09,29-Sep-09,TR,P0005,Desc P0005,VO,ORD6044,53.47,TRY,3,R008
10-Feb-10,15-Aug-10,PL,P0026,Desc P0026,VO,ORD1794,567.73,PLN,33,R004
30-Oct-10,02-Jan-11,PL,P0099,Desc P0099,VO,ORD3920,417.18,PLN,30,R018
20-Apr-09,23-Jan-10,ES,P0031,Desc P0031,VO,ORD3268,526.73,EUR,43,R002
25-Jan-09,16-May-09,TR,P0093,Desc P0093,VO,ORD5032,590.26,TRY,46,R016
25-Feb-09,29-Nov-09,FR,P0053,Desc P0053,VO,ORD6376,832.94,EUR,49,R019
21-Mar-10,17-Jan-11,TR,P0085,Desc P0085,VO,ORD7306,128.19,TRY,12,R002
11-Aug-10,01-Feb-11,PL,P0077,Desc P0077,VO,ORD5964,132.07,PLN,10,R007
12-Apr-09,27-Mar-10,PL,P0011,Desc P0011,VO,ORD2980,352.01,PLN,23,R017
21-May-10,25-Sep-10,IT,P0035,Desc P0035,VO,ORD3515,893.43,EUR,49,R013
09-Sep-09,28-Jul-10,IT,P0082,Desc P0082,VO,ORD4332,384.15,EUR,38,R007
06-Jan-10,27-Sep-10,ES,P0066,Desc P0066,VO,ORD8175,228.96,EUR,18,R019
22-Feb-09,21-Feb-10,FI,P0071,Desc P0071,VO,ORD3120,39.9,EUR,3,R014
04-Jan-09,20-Aug-09,FR,P0022,Desc P0022,VO,ORD3689,81.9,EUR,8,R010
24-Feb-10,05-Jun-10,TR,P0087,Desc P0087,VO,ORD7899,866.28,TRY,49,R001
06-Feb-10,27-Sep-10,IT,P0016,Desc P0016,VO,ORD8445,611.35,EUR,33,R012
11-Jun-09,24-Feb-10,ES,P0046,Desc P0046,VO,ORD6547,595.93,EUR,46,R003
30-Nov-10,28-Aug-11,PL,P0023,Desc P0023,VO,ORD8806,216.01,PLN,18,R014
08-Aug-10,04-Apr-11,ES,P0009,Desc P0009,VO,ORD5696,183.73,EUR,15,R019
09-May-10,09-Aug-10,PL,P0030,Desc P0030,VO,ORD4253,575.82,PLN,31,R006
15-Jan-09,20-Apr-09,NL,P0038,Desc P0038,VO,ORD4197,651.45,EUR,49,R010
30-Oct-09,05-Jan-10,SE,P0013,Desc P0013,VO,ORD7889,291.97,SEK,20,R010
03-Sep-10,08-Feb-11,SE,P0029,Desc P0029,VO,ORD9495,382.96,SEK,30,R003
29-Dec-10,01-Nov-11,FR,P0001,Desc P0001,VO,ORD7116,41.88,EUR,4,R016
23-Sep-09,15-Jul-10,DE,P0070,Desc P0070,VO,ORD5033,164.38,EUR,9,R009
01-Mar-09,09-Jul-09,NL,P0005,Desc P0005,VO,ORD5067,908.33,EUR,47,R006
12-Apr-09,21-Nov-09,PL,P0048,Desc P0048,VO,ORD3565,94.25,PLN,5,R011
04-Oct-10,22-Jun-11,ES,P0024,Desc P0024,VO,ORD5557,303.08,EUR,19,R018
07-Feb-10,11-Dec-10,FI,P0038,Desc P0038,VO,ORD8418,45.33,EUR,3,R020
13-Jul-09,08-Jul-10,NL,P0070,Desc P0070,VO,ORD8633,366.89,EUR,24,R015
05-Jul-09,19-Jan-10,IT,P0040,Desc P0040,VO,ORD8220,19.12,EUR,1,R015
09-Jun-09,15-Mar-10,SE,P0037,Desc P0037,VO,ORD6779,227.98,SEK,14,R018
29-Jul-09,13-Jun-10,SE,P0016,Desc P0016,VO,ORD5444,604.27,SEK,33,R016
10-Feb-09,01-Aug-09,NL,P0098,Desc P0098,VO,ORD8568,136.55,EUR,9,R004
28-May-10,02-Sep-10,FI,P0021,Desc P0021,VO,ORD3855,265.04,EUR,24,R008
23-Dec-10,18-Oct-11,NL,P0007,Desc P0007,VO,ORD7323,65.01,EUR,4,R009
13-May-09,14-Sep-09,TR,P0026,Desc P0026,VO,ORD7874,448,TRY,31,R014
24-Mar-10,01-Mar-11,IT,P0057,Desc P0057,VO,ORD5231,483.79,EUR,27,R018
19-Apr-09,19-Oct-09,BE,P0003,Desc P0003,VO,ORD9081,273.42,EUR,22,R006
06-Nov-09,09-Jul-10,NL,P0006,Desc P0006,VO,ORD7418,679.01,EUR,40,R005
05-Aug-09,20-Jul-10,ES,P0076,Desc P0076,VO,ORD3333,792.01,EUR,48,R020
22-Mar-10,12-Aug-10,NL,P0034,Desc P0034,VO,ORD8192,339.18,EUR,20,R009
10-Sep-09,08-Mar-10,NL,P0090,Desc P0090,VO,ORD1313,145.63,EUR,8,R020
24-Jan-09,09-Nov-09,FI,P0059,Desc P0059,VO,ORD2932,55.23,EUR,3,R005
21-Nov-09,17-Aug-10,BE,P0089,Desc P0089,VO,ORD2893,338.58,EUR,32,R009
16-May-10,29-Jan-11,SE,P0099,Desc P0099,VO,ORD2681,385.93,SEK,32,R014
10-Sep-10,30-Nov-10,SE,P0071,Desc P0071,VO,ORD3323,722,SEK,43,R011
25-Sep-10,31-Jan-11,NL,P0010,Desc P0010,VO,ORD7614,242.92,EUR,14,R017
11-Mar-09,06-Dec-09,FI,P0046,Desc P0046,VO,ORD5866,114.25,EUR,10,R003
28-Aug-10,30-Nov-10,DE,P0095,Desc P0095,VO,ORD4382,674.41,EUR,39,R019
07-Feb-10,24-Dec-10,DE,P0065,Desc P0065,VO,ORD8999,351.79,EUR,24,R010
10-Apr-09,30-Jul-09,IT,P0030,Desc P0030,VO,ORD4514,424.01,EUR,24,R002
08-Oct-09,21-Mar-10,BE,P0009,Desc P0009,VO,ORD6790,78.27,EUR,7,R013
28-Jul-09,23-Oct-09,IT,P0059,Desc P0059,VO,ORD5537,49.54,EUR,3,R008
26-Sep-09,03-Sep-10,TR,P0091,Desc P0091,VO,ORD2763,482.48,TRY,30,R016
06-Sep-09,29-May-10,SE,P0094,Desc P0094,VO,ORD9950,42.17,SEK,3,R012
29-Oct-10,17-Mar-11,DE,P0058,Desc P0058,VO,ORD1938,580.77,EUR,33,R005
30-Jul-09,08-Feb-10,IT,P0043,Desc P0043,VO,ORD5364,258.2,EUR,17,R004
